,DLPN
2021-02-12,5.199999809265137
2021-02-16,4.820000171661377
2021-02-17,5.159999847412109
2021-02-18,5.599999904632568
2021-02-19,5.75
2021-02-22,5.71999979019165
2021-02-23,5.019999980926514
2021-02-24,5.090000152587891
2021-02-25,4.849999904632568
2021-02-26,4.659999847412109
2021-03-01,4.920000076293945
2021-03-02,4.670000076293945
2021-03-03,4.610000133514404
2021-03-04,4.070000171661377
2021-03-05,4.079999923706055
2021-03-08,4.630000114440918
2021-03-09,4.539999961853027
2021-03-10,4.460000038146973
2021-03-11,4.760000228881836
2021-03-12,4.510000228881836
2021-03-15,5.119999885559082
2021-03-16,4.960000038146973
2021-03-17,5.21999979019165
2021-03-18,5.090000152587891
2021-03-19,5.690000057220459
2021-03-22,5.449999809265137
2021-03-23,18.329999923706055
2021-03-24,19.15999984741211
2021-03-25,17.81999969482422
2021-03-26,13.25
2021-03-29,14.300000190734863
2021-03-30,12.529999732971191
2021-03-31,12.710000038146973
2021-04-01,13.399999618530273
2021-04-05,11.949999809265137
2021-04-06,12.6899995803833
2021-04-07,13.430000305175781
2021-04-08,12.600000381469727
2021-04-09,10.850000381469727
2021-04-12,9.9399995803833
2021-04-13,9.949999809265137
2021-04-14,9.8100004196167
2021-04-15,9.020000457763672
2021-04-16,9.149999618530273
2021-04-19,8.149999618530273
2021-04-20,8.680000305175781
2021-04-21,9.130000114440918
2021-04-22,9.199999809265137
2021-04-23,11.829999923706055
2021-04-26,11.760000228881836
2021-04-27,11.050000190734863
2021-04-28,11.479999542236328
2021-04-29,12.989999771118164
2021-04-30,11.109999656677246
2021-05-03,10.3100004196167
2021-05-04,10.069999694824219
2021-05-05,9.699999809265137
2021-05-06,9.550000190734863
2021-05-07,9.449999809265137
2021-05-10,8.569999694824219
2021-05-11,8.75
2021-05-12,8.239999771118164
2021-05-13,8.40999984741211
2021-05-14,9.0600004196167
